,districtid,monthid,dose1,dose2
5907,MP_Panna,9,0.0,0.0
5908,MP_Panna,10,0.0,0.0
5909,MP_Panna,11,6246.0,0.0
5910,MP_Panna,12,3553.0,3578.0
5911,MP_Panna,13,38299.0,2828.0
5912,MP_Panna,14,6464.0,3833.0
5913,MP_Panna,15,30225.0,1993.0
5914,MP_Panna,16,95985.0,13162.0
5915,MP_Panna,17,197690.0,12105.0
5916,MP_Raisen,1,0.0,0.0
5917,MP_Raisen,2,0.0,0.0
5918,MP_Raisen,3,0.0,0.0
5919,MP_Raisen,4,0.0,0.0
5920,MP_Raisen,5,0.0,0.0
5921,MP_Raisen,6,0.0,0.0
5922,MP_Raisen,7,0.0,0.0
5923,MP_Raisen,8,0.0,0.0
5924,MP_Raisen,9,0.0,0.0
5925,MP_Raisen,10,0.0,0.0
5926,MP_Raisen,11,6355.0,0.0
5927,MP_Raisen,12,6065.0,3515.0
5928,MP_Raisen,13,68994.0,5002.0
5929,MP_Raisen,14,17624.0,9789.0
5930,MP_Raisen,15,68691.0,2660.0
5931,MP_Raisen,16,173708.0,23201.0
5932,MP_Raisen,17,191580.0,36135.0
5933,MP_Rajgarh,1,0.0,0.0
5934,MP_Rajgarh,2,0.0,0.0
5935,MP_Rajgarh,3,0.0,0.0
5936,MP_Rajgarh,4,0.0,0.0
5937,MP_Rajgarh,5,0.0,0.0
5938,MP_Rajgarh,6,0.0,0.0
5939,MP_Rajgarh,7,0.0,0.0
5940,MP_Rajgarh,8,0.0,0.0
5941,MP_Rajgarh,9,0.0,0.0
5942,MP_Rajgarh,10,0.0,0.0
5943,MP_Rajgarh,11,9726.0,0.0
5944,MP_Rajgarh,12,9515.0,6175.0
5945,MP_Rajgarh,13,84176.0,5464.0
5946,MP_Rajgarh,14,15732.0,12203.0
5947,MP_Rajgarh,15,107636.0,4080.0
5948,MP_Rajgarh,16,214834.0,29122.0
5949,MP_Rajgarh,17,243428.0,42675.0
5950,MP_Ratlam,1,0.0,0.0
5951,MP_Ratlam,2,0.0,0.0
5952,MP_Ratlam,3,0.0,0.0
5953,MP_Ratlam,4,0.0,0.0
5954,MP_Ratlam,5,0.0,0.0
5955,MP_Ratlam,6,0.0,0.0
5956,MP_Ratlam,7,0.0,0.0
5957,MP_Ratlam,8,0.0,0.0
5958,MP_Ratlam,9,0.0,0.0
5959,MP_Ratlam,10,0.0,0.0
5960,MP_Ratlam,11,9626.0,0.0
5961,MP_Ratlam,12,11481.0,5789.0
5962,MP_Ratlam,13,83095.0,5328.0
5963,MP_Ratlam,14,16850.0,19074.0
5964,MP_Ratlam,15,82166.0,5536.0
5965,MP_Ratlam,16,158191.0,40857.0
5966,MP_Ratlam,17,266340.0,43709.0
5967,MP_Rewa,1,0.0,0.0
5968,MP_Rewa,2,0.0,0.0
5969,MP_Rewa,3,0.0,0.0
5970,MP_Rewa,4,0.0,0.0
5971,MP_Rewa,5,0.0,0.0
5972,MP_Rewa,6,0.0,0.0
5973,MP_Rewa,7,0.0,0.0
5974,MP_Rewa,8,0.0,0.0
5975,MP_Rewa,9,0.0,0.0
5976,MP_Rewa,10,0.0,0.0
5977,MP_Rewa,11,14145.0,0.0
5978,MP_Rewa,12,21329.0,9594.0
5979,MP_Rewa,13,193791.0,11531.0
5980,MP_Rewa,14,30241.0,28248.0
5981,MP_Rewa,15,133189.0,6158.0
5982,MP_Rewa,16,186656.0,52049.0
5983,MP_Rewa,17,258786.0,56806.0
5984,MP_Sagar,1,0.0,0.0
5985,MP_Sagar,2,0.0,0.0
5986,MP_Sagar,3,0.0,0.0
5987,MP_Sagar,4,0.0,0.0
5988,MP_Sagar,5,0.0,0.0
5989,MP_Sagar,6,0.0,0.0
5990,MP_Sagar,7,0.0,0.0
5991,MP_Sagar,8,0.0,0.0
5992,MP_Sagar,9,0.0,0.0
5993,MP_Sagar,10,0.0,0.0
5994,MP_Sagar,11,13279.0,0.0
5995,MP_Sagar,12,13014.0,8032.0
5996,MP_Sagar,13,242809.0,9025.0
5997,MP_Sagar,14,51053.0,31709.0
5998,MP_Sagar,15,168041.0,13255.0
5999,MP_Sagar,16,194651.0,84077.0
6000,MP_Sagar,17,348950.0,80157.0
6001,MP_Satna,1,0.0,0.0
6002,MP_Satna,2,0.0,0.0
6003,MP_Satna,3,0.0,0.0
6004,MP_Satna,4,0.0,0.0
6005,MP_Satna,5,0.0,0.0
6006,MP_Satna,6,0.0,0.0
6007,MP_Satna,7,0.0,0.0
6008,MP_Satna,8,0.0,0.0
6009,MP_Satna,9,0.0,0.0
6010,MP_Satna,10,0.0,0.0
6011,MP_Satna,11,12167.0,0.0
6012,MP_Satna,12,11084.0,8155.0
6013,MP_Satna,13,139466.0,6851.0
6014,MP_Satna,14,28775.0,21519.0
6015,MP_Satna,15,79627.0,4907.0
6016,MP_Satna,16,157021.0,35445.0
6017,MP_Satna,17,279495.0,59201.0
6018,MP_Sehore,1,0.0,0.0
6019,MP_Sehore,2,0.0,0.0
6020,MP_Sehore,3,0.0,0.0
6021,MP_Sehore,4,0.0,0.0
6022,MP_Sehore,5,0.0,0.0
6023,MP_Sehore,6,0.0,0.0
6024,MP_Sehore,7,0.0,0.0
6025,MP_Sehore,8,0.0,0.0
6026,MP_Sehore,9,0.0,0.0
6027,MP_Sehore,10,0.0,0.0
6028,MP_Sehore,11,9155.0,0.0
6029,MP_Sehore,12,12527.0,6053.0
6030,MP_Sehore,13,113532.0,6865.0
6031,MP_Sehore,14,20325.0,20025.0
6032,MP_Sehore,15,96208.0,4278.0
6033,MP_Sehore,16,218465.0,37367.0
6034,MP_Sehore,17,213183.0,56721.0
6035,MP_Seoni,1,0.0,0.0
6036,MP_Seoni,2,0.0,0.0
6037,MP_Seoni,3,0.0,0.0
6038,MP_Seoni,4,0.0,0.0
6039,MP_Seoni,5,0.0,0.0
6040,MP_Seoni,6,0.0,0.0
6041,MP_Seoni,7,0.0,0.0
6042,MP_Seoni,8,0.0,0.0
6043,MP_Seoni,9,0.0,0.0
6044,MP_Seoni,10,0.0,0.0
6045,MP_Seoni,11,9740.0,0.0
6046,MP_Seoni,12,7769.0,6473.0
6047,MP_Seoni,13,87215.0,5636.0
6048,MP_Seoni,14,6914.0,13812.0
6049,MP_Seoni,15,58018.0,4044.0
6050,MP_Seoni,16,130377.0,28962.0
6051,MP_Seoni,17,226653.0,32059.0
6052,MP_Shahdol,1,0.0,0.0
6053,MP_Shahdol,2,0.0,0.0
6054,MP_Shahdol,3,0.0,0.0
6055,MP_Shahdol,4,0.0,0.0
6056,MP_Shahdol,5,0.0,0.0
6057,MP_Shahdol,6,0.0,0.0
6058,MP_Shahdol,7,0.0,0.0
6059,MP_Shahdol,8,0.0,0.0
6060,MP_Shahdol,9,0.0,0.0
6061,MP_Shahdol,10,0.0,0.0
6062,MP_Shahdol,11,7368.0,0.0
6063,MP_Shahdol,12,6692.0,4576.0
6064,MP_Shahdol,13,96427.0,4306.0
6065,MP_Shahdol,14,19313.0,7249.0
6066,MP_Shahdol,15,116052.0,2316.0
6067,MP_Shahdol,16,168301.0,29184.0
6068,MP_Shahdol,17,85847.0,28439.0
6069,MP_Shajapur,1,0.0,0.0
6070,MP_Shajapur,2,0.0,0.0
6071,MP_Shajapur,3,0.0,0.0
6072,MP_Shajapur,4,0.0,0.0
6073,MP_Shajapur,5,0.0,0.0
6074,MP_Shajapur,6,0.0,0.0
6075,MP_Shajapur,7,0.0,0.0
6076,MP_Shajapur,8,0.0,0.0
6077,MP_Shajapur,9,0.0,0.0
6078,MP_Shajapur,10,0.0,0.0
6079,MP_Shajapur,11,7299.0,0.0
6080,MP_Shajapur,12,7972.0,4672.0
6081,MP_Shajapur,13,54580.0,2309.0
6082,MP_Shajapur,14,14768.0,10260.0
6083,MP_Shajapur,15,47898.0,3420.0
6084,MP_Shajapur,16,84177.0,21118.0
6085,MP_Shajapur,17,187174.0,31112.0
6086,MP_Sheopur,1,0.0,0.0
6087,MP_Sheopur,2,0.0,0.0
6088,MP_Sheopur,3,0.0,0.0
6089,MP_Sheopur,4,0.0,0.0
6090,MP_Sheopur,5,0.0,0.0
6091,MP_Sheopur,6,0.0,0.0
6092,MP_Sheopur,7,0.0,0.0
6093,MP_Sheopur,8,0.0,0.0
6094,MP_Sheopur,9,0.0,0.0
6095,MP_Sheopur,10,0.0,0.0
6096,MP_Sheopur,11,4012.0,0.0
6097,MP_Sheopur,12,4639.0,2304.0
6098,MP_Sheopur,13,25836.0,2332.0
6099,MP_Sheopur,14,10828.0,4445.0
6100,MP_Sheopur,15,36528.0,1920.0
6101,MP_Sheopur,16,68932.0,8478.0
6102,MP_Sheopur,17,41253.0,7126.0
6103,MP_Shivpuri,1,0.0,0.0
6104,MP_Shivpuri,2,0.0,0.0
6105,MP_Shivpuri,3,0.0,0.0
6106,MP_Shivpuri,4,0.0,0.0
6107,MP_Shivpuri,5,0.0,0.0
6108,MP_Shivpuri,6,0.0,0.0
6109,MP_Shivpuri,7,0.0,0.0
6110,MP_Shivpuri,8,0.0,0.0
6111,MP_Shivpuri,9,0.0,0.0
6112,MP_Shivpuri,10,0.0,0.0
6113,MP_Shivpuri,11,9709.0,0.0
6114,MP_Shivpuri,12,10905.0,6303.0
6115,MP_Shivpuri,13,78349.0,6962.0
6116,MP_Shivpuri,14,27070.0,11332.0
6117,MP_Shivpuri,15,110108.0,3344.0
6118,MP_Shivpuri,16,161282.0,25625.0
6119,MP_Shivpuri,17,176782.0,25258.0
6120,MP_Sidhi,1,0.0,0.0
6121,MP_Sidhi,2,0.0,0.0
6122,MP_Sidhi,3,0.0,0.0
6123,MP_Sidhi,4,0.0,0.0
6124,MP_Sidhi,5,0.0,0.0
6125,MP_Sidhi,6,0.0,0.0
6126,MP_Sidhi,7,0.0,0.0
6127,MP_Sidhi,8,0.0,0.0
6128,MP_Sidhi,9,0.0,0.0
6129,MP_Sidhi,10,0.0,0.0
6130,MP_Sidhi,11,6877.0,0.0
6131,MP_Sidhi,12,4590.0,5077.0
6132,MP_Sidhi,13,60060.0,2348.0
6133,MP_Sidhi,14,8374.0,4430.0
6134,MP_Sidhi,15,35037.0,2060.0
6135,MP_Sidhi,16,99868.0,14499.0
6136,MP_Sidhi,17,165771.0,17210.0
6137,MP_Singrauli,1,0.0,0.0
6138,MP_Singrauli,2,0.0,0.0
6139,MP_Singrauli,3,0.0,0.0
6140,MP_Singrauli,4,0.0,0.0
6141,MP_Singrauli,5,0.0,0.0
6142,MP_Singrauli,6,0.0,0.0
6143,MP_Singrauli,7,0.0,0.0
6144,MP_Singrauli,8,0.0,0.0
6145,MP_Singrauli,9,0.0,0.0
6146,MP_Singrauli,10,0.0,0.0
6147,MP_Singrauli,11,6876.0,0.0
6148,MP_Singrauli,12,5694.0,4571.0
6149,MP_Singrauli,13,59003.0,2434.0
6150,MP_Singrauli,14,10178.0,6327.0
6151,MP_Singrauli,15,51713.0,1418.0
6152,MP_Singrauli,16,120317.0,22126.0
6153,MP_Singrauli,17,138817.0,18712.0
6154,MP_Tikamgarh,1,0.0,0.0
6155,MP_Tikamgarh,2,0.0,0.0
6156,MP_Tikamgarh,3,0.0,0.0
6157,MP_Tikamgarh,4,0.0,0.0
6158,MP_Tikamgarh,5,0.0,0.0
6159,MP_Tikamgarh,6,0.0,0.0
6160,MP_Tikamgarh,7,0.0,0.0
6161,MP_Tikamgarh,8,0.0,0.0
6162,MP_Tikamgarh,9,0.0,0.0
6163,MP_Tikamgarh,10,0.0,0.0
6164,MP_Tikamgarh,11,7375.0,0.0
6165,MP_Tikamgarh,12,5361.0,4615.0
6166,MP_Tikamgarh,13,73319.0,2205.0
6167,MP_Tikamgarh,14,25519.0,7978.0
6168,MP_Tikamgarh,15,44473.0,5527.0
6169,MP_Tikamgarh,16,133623.0,30500.0
6170,MP_Tikamgarh,17,236184.0,40246.0
6171,MP_Ujjain,1,0.0,0.0
6172,MP_Ujjain,2,0.0,0.0
6173,MP_Ujjain,3,0.0,0.0
6174,MP_Ujjain,4,0.0,0.0
6175,MP_Ujjain,5,0.0,0.0
6176,MP_Ujjain,6,0.0,0.0
6177,MP_Ujjain,7,0.0,0.0
6178,MP_Ujjain,8,0.0,0.0
6179,MP_Ujjain,9,0.0,0.0
6180,MP_Ujjain,10,0.0,0.0
6181,MP_Ujjain,11,16810.0,0.0
6182,MP_Ujjain,12,19290.0,10051.0
6183,MP_Ujjain,13,210029.0,7651.0
6184,MP_Ujjain,14,35939.0,40914.0
6185,MP_Ujjain,15,201296.0,15192.0
6186,MP_Ujjain,16,342907.0,84395.0
6187,MP_Ujjain,17,269092.0,101582.0
6188,MP_Umaria,1,0.0,0.0
6189,MP_Umaria,2,0.0,0.0
6190,MP_Umaria,3,0.0,0.0
6191,MP_Umaria,4,0.0,0.0
6192,MP_Umaria,5,0.0,0.0
6193,MP_Umaria,6,0.0,0.0
6194,MP_Umaria,7,0.0,0.0
6195,MP_Umaria,8,0.0,0.0
6196,MP_Umaria,9,0.0,0.0
6197,MP_Umaria,10,0.0,0.0
6198,MP_Umaria,11,3301.0,0.0
6199,MP_Umaria,12,2153.0,2156.0
6200,MP_Umaria,13,35136.0,1762.0
6201,MP_Umaria,14,6817.0,3376.0
6202,MP_Umaria,15,28803.0,593.0
6203,MP_Umaria,16,71327.0,11186.0
6204,MP_Umaria,17,91659.0,13878.0
6205,MP_Vidisha,1,0.0,0.0
6206,MP_Vidisha,2,0.0,0.0
6207,MP_Vidisha,3,0.0,0.0
6208,MP_Vidisha,4,0.0,0.0
6209,MP_Vidisha,5,0.0,0.0
6210,MP_Vidisha,6,0.0,0.0
6211,MP_Vidisha,7,0.0,0.0
6212,MP_Vidisha,8,0.0,0.0
6213,MP_Vidisha,9,0.0,0.0
6214,MP_Vidisha,10,0.0,0.0
6215,MP_Vidisha,11,11188.0,0.0
6216,MP_Vidisha,12,14533.0,6738.0
6217,MP_Vidisha,13,87160.0,7453.0
6218,MP_Vidisha,14,20426.0,12930.0
6219,MP_Vidisha,15,49834.0,3861.0
6220,MP_Vidisha,16,176076.0,33579.0
6221,MP_Vidisha,17,205303.0,35048.0
6222,MH_Ahmednagar,1,0.0,0.0
6223,MH_Ahmednagar,2,0.0,0.0
6224,MH_Ahmednagar,3,0.0,0.0
6225,MH_Ahmednagar,4,0.0,0.0
6226,MH_Ahmednagar,5,0.0,0.0
6227,MH_Ahmednagar,6,0.0,0.0
6228,MH_Ahmednagar,7,0.0,0.0
6229,MH_Ahmednagar,8,0.0,0.0
6230,MH_Ahmednagar,9,0.0,0.0
6231,MH_Ahmednagar,10,0.0,0.0
6232,MH_Ahmednagar,11,23695.0,0.0
6233,MH_Ahmednagar,12,37381.0,14656.0
6234,MH_Ahmednagar,13,223537.0,16502.0
6235,MH_Ahmednagar,14,160447.0,90389.0
6236,MH_Ahmednagar,15,145773.0,49308.0
6237,MH_Ahmednagar,16,209736.0,83206.0
6238,MH_Ahmednagar,17,182819.0,134622.0
6239,MH_Akola,1,0.0,0.0
6240,MH_Akola,2,0.0,0.0
6241,MH_Akola,3,0.0,0.0
6242,MH_Akola,4,0.0,0.0
6243,MH_Akola,5,0.0,0.0
6244,MH_Akola,6,0.0,0.0
6245,MH_Akola,7,0.0,0.0
6246,MH_Akola,8,0.0,0.0
6247,MH_Akola,9,0.0,0.0
6248,MH_Akola,10,0.0,0.0
6249,MH_Akola,11,8556.0,0.0
6250,MH_Akola,12,16189.0,4197.0
6251,MH_Akola,13,92185.0,10921.0
6252,MH_Akola,14,80560.0,37147.0
6253,MH_Akola,15,63808.0,21574.0
6254,MH_Akola,16,115733.0,38422.0
6255,MH_Akola,17,40059.0,49121.0
6256,MH_Amravati,1,0.0,0.0
6257,MH_Amravati,2,0.0,0.0
6258,MH_Amravati,3,0.0,0.0
6259,MH_Amravati,4,0.0,0.0
6260,MH_Amravati,5,0.0,0.0
6261,MH_Amravati,6,0.0,0.0
6262,MH_Amravati,7,0.0,0.0
6263,MH_Amravati,8,0.0,0.0
6264,MH_Amravati,9,0.0,0.0
6265,MH_Amravati,10,0.0,0.0
6266,MH_Amravati,11,15514.0,0.0
6267,MH_Amravati,12,26133.0,8600.0
6268,MH_Amravati,13,141663.0,10290.0
6269,MH_Amravati,14,102678.0,66255.0
6270,MH_Amravati,15,112196.0,44936.0
6271,MH_Amravati,16,135302.0,43999.0
6272,MH_Amravati,17,134337.0,72995.0
6273,MH_Aurangabad,1,0.0,0.0
6274,MH_Aurangabad,2,0.0,0.0
6275,MH_Aurangabad,3,0.0,0.0
6276,MH_Aurangabad,4,0.0,0.0
6277,MH_Aurangabad,5,0.0,0.0
6278,MH_Aurangabad,6,0.0,0.0
6279,MH_Aurangabad,7,0.0,0.0
6280,MH_Aurangabad,8,0.0,0.0
6281,MH_Aurangabad,9,0.0,0.0
6282,MH_Aurangabad,10,0.0,0.0
6283,MH_Aurangabad,11,16613.0,0.0
6284,MH_Aurangabad,12,43101.0,10055.0
6285,MH_Aurangabad,13,223960.0,13033.0
6286,MH_Aurangabad,14,127054.0,92083.0
6287,MH_Aurangabad,15,95002.0,13122.0
6288,MH_Aurangabad,16,257951.0,86563.0
6289,MH_Aurangabad,17,208273.0,102131.0
6290,MH_Beed,1,0.0,0.0
6291,MH_Beed,2,0.0,0.0
6292,MH_Beed,3,0.0,0.0
6293,MH_Beed,4,0.0,0.0
6294,MH_Beed,5,0.0,0.0
6295,MH_Beed,6,0.0,0.0
6296,MH_Beed,7,0.0,0.0
6297,MH_Beed,8,0.0,0.0
6298,MH_Beed,9,0.0,0.0
6299,MH_Beed,10,0.0,0.0
6300,MH_Beed,11,8169.0,0.0
6301,MH_Beed,12,25128.0,4842.0
6302,MH_Beed,13,104323.0,11967.0
6303,MH_Beed,14,104433.0,49784.0
6304,MH_Beed,15,87358.0,18754.0
6305,MH_Beed,16,158059.0,36605.0
6306,MH_Beed,17,109557.0,61082.0
6307,MH_Bhandara,1,0.0,0.0
6308,MH_Bhandara,2,0.0,0.0
6309,MH_Bhandara,3,0.0,0.0
6310,MH_Bhandara,4,0.0,0.0
6311,MH_Bhandara,5,0.0,0.0
6312,MH_Bhandara,6,0.0,0.0
6313,MH_Bhandara,7,0.0,0.0
6314,MH_Bhandara,8,0.0,0.0
6315,MH_Bhandara,9,0.0,0.0
6316,MH_Bhandara,10,0.0,0.0
6317,MH_Bhandara,11,7461.0,0.0
6318,MH_Bhandara,12,21173.0,6070.0
6319,MH_Bhandara,13,120498.0,12713.0
6320,MH_Bhandara,14,52647.0,37007.0
6321,MH_Bhandara,15,16216.0,26395.0
6322,MH_Bhandara,16,129173.0,30346.0
6323,MH_Bhandara,17,107471.0,33775.0
6324,MH_Buldhana,1,0.0,0.0
6325,MH_Buldhana,2,0.0,0.0
6326,MH_Buldhana,3,0.0,0.0
6327,MH_Buldhana,4,0.0,0.0
6328,MH_Buldhana,5,0.0,0.0
6329,MH_Buldhana,6,0.0,0.0
6330,MH_Buldhana,7,0.0,0.0
6331,MH_Buldhana,8,0.0,0.0
6332,MH_Buldhana,9,0.0,0.0
6333,MH_Buldhana,10,0.0,0.0
6334,MH_Buldhana,11,8927.0,0.0
6335,MH_Buldhana,12,18733.0,5610.0
6336,MH_Buldhana,13,142549.0,9877.0
6337,MH_Buldhana,14,102989.0,57617.0
6338,MH_Buldhana,15,86040.0,31267.0
6339,MH_Buldhana,16,141508.0,49948.0
6340,MH_Buldhana,17,129433.0,68615.0
6341,MH_Chandrapur,1,0.0,0.0
6342,MH_Chandrapur,2,0.0,0.0
6343,MH_Chandrapur,3,0.0,0.0
6344,MH_Chandrapur,4,0.0,0.0
6345,MH_Chandrapur,5,0.0,0.0
6346,MH_Chandrapur,6,0.0,0.0
6347,MH_Chandrapur,7,0.0,0.0
6348,MH_Chandrapur,8,0.0,0.0
6349,MH_Chandrapur,9,0.0,0.0
6350,MH_Chandrapur,10,0.0,0.0
6351,MH_Chandrapur,11,15162.0,0.0
6352,MH_Chandrapur,12,18654.0,9795.0
6353,MH_Chandrapur,13,117103.0,7471.0
6354,MH_Chandrapur,14,79976.0,40127.0
6355,MH_Chandrapur,15,98712.0,14763.0
6356,MH_Chandrapur,16,107179.0,31600.0
6357,MH_Chandrapur,17,126184.0,57167.0
6358,MH_Dhule,1,0.0,0.0
6359,MH_Dhule,2,0.0,0.0
6360,MH_Dhule,3,0.0,0.0
6361,MH_Dhule,4,0.0,0.0
6362,MH_Dhule,5,0.0,0.0
6363,MH_Dhule,6,0.0,0.0
6364,MH_Dhule,7,0.0,0.0
6365,MH_Dhule,8,0.0,0.0
6366,MH_Dhule,9,0.0,0.0
6367,MH_Dhule,10,0.0,0.0
6368,MH_Dhule,11,9097.0,25.0
6369,MH_Dhule,12,15768.0,4586.0
6370,MH_Dhule,13,90189.0,6872.0
6371,MH_Dhule,14,87676.0,35674.0
6372,MH_Dhule,15,69981.0,29271.0
6373,MH_Dhule,16,152816.0,35414.0
6374,MH_Dhule,17,91683.0,51818.0
6375,MH_Gadchiroli,1,0.0,0.0
6376,MH_Gadchiroli,2,0.0,0.0
6377,MH_Gadchiroli,3,0.0,0.0
6378,MH_Gadchiroli,4,0.0,0.0
6379,MH_Gadchiroli,5,0.0,0.0
6380,MH_Gadchiroli,6,0.0,0.0
6381,MH_Gadchiroli,7,0.0,0.0
6382,MH_Gadchiroli,8,0.0,0.0
6383,MH_Gadchiroli,9,0.0,0.0
6384,MH_Gadchiroli,10,0.0,0.0
6385,MH_Gadchiroli,11,8863.0,0.0
6386,MH_Gadchiroli,12,8606.0,4451.0
6387,MH_Gadchiroli,13,34511.0,5952.0
6388,MH_Gadchiroli,14,46388.0,13361.0
6389,MH_Gadchiroli,15,44915.0,14559.0
6390,MH_Gadchiroli,16,102984.0,8234.0
6391,MH_Gadchiroli,17,32117.0,20022.0
6392,MH_Gondia,1,0.0,0.0
6393,MH_Gondia,2,0.0,0.0
6394,MH_Gondia,3,0.0,0.0
6395,MH_Gondia,4,0.0,0.0
6396,MH_Gondia,5,0.0,0.0
6397,MH_Gondia,6,0.0,0.0
6398,MH_Gondia,7,0.0,0.0
6399,MH_Gondia,8,0.0,0.0
6400,MH_Gondia,9,0.0,0.0
6401,MH_Gondia,10,0.0,0.0
6402,MH_Gondia,11,7634.0,0.0
6403,MH_Gondia,12,20293.0,4654.0
6404,MH_Gondia,13,81598.0,6873.0
6405,MH_Gondia,14,48439.0,23286.0
6406,MH_Gondia,15,91956.0,33442.0
6407,MH_Gondia,16,169479.0,25662.0
6408,MH_Gondia,17,113439.0,40050.0
6409,MH_Hingoli,1,0.0,0.0
6410,MH_Hingoli,2,0.0,0.0
6411,MH_Hingoli,3,0.0,0.0
6412,MH_Hingoli,4,0.0,0.0
6413,MH_Hingoli,5,0.0,0.0
6414,MH_Hingoli,6,0.0,0.0
6415,MH_Hingoli,7,0.0,0.0
6416,MH_Hingoli,8,0.0,0.0
6417,MH_Hingoli,9,0.0,0.0
6418,MH_Hingoli,10,0.0,0.0
6419,MH_Hingoli,11,4789.0,0.0
6420,MH_Hingoli,12,11207.0,2896.0
6421,MH_Hingoli,13,28873.0,3295.0
6422,MH_Hingoli,14,40385.0,17413.0
6423,MH_Hingoli,15,31500.0,6342.0
6424,MH_Hingoli,16,79399.0,10036.0
6425,MH_Hingoli,17,42063.0,17037.0
6426,MH_Jalgaon,1,0.0,0.0
6427,MH_Jalgaon,2,0.0,0.0
6428,MH_Jalgaon,3,0.0,0.0
6429,MH_Jalgaon,4,0.0,0.0
6430,MH_Jalgaon,5,0.0,0.0
6431,MH_Jalgaon,6,0.0,0.0
6432,MH_Jalgaon,7,0.0,0.0
6433,MH_Jalgaon,8,0.0,0.0
6434,MH_Jalgaon,9,0.0,0.0
6435,MH_Jalgaon,10,0.0,0.0
6436,MH_Jalgaon,11,13331.0,7.0
6437,MH_Jalgaon,12,36651.0,8601.0
6438,MH_Jalgaon,13,137409.0,13541.0
6439,MH_Jalgaon,14,156947.0,83093.0
6440,MH_Jalgaon,15,139449.0,28643.0
6441,MH_Jalgaon,16,185819.0,47776.0
6442,MH_Jalgaon,17,139766.0,82460.0
6443,MH_Jalna,1,0.0,0.0
6444,MH_Jalna,2,0.0,0.0
6445,MH_Jalna,3,0.0,0.0
6446,MH_Jalna,4,0.0,0.0
6447,MH_Jalna,5,0.0,0.0
6448,MH_Jalna,6,0.0,0.0
6449,MH_Jalna,7,0.0,0.0
6450,MH_Jalna,8,0.0,0.0
6451,MH_Jalna,9,0.0,0.0
6452,MH_Jalna,10,0.0,0.0
6453,MH_Jalna,11,9417.0,0.0
6454,MH_Jalna,12,18957.0,5806.0
6455,MH_Jalna,13,77267.0,8568.0
6456,MH_Jalna,14,106849.0,30983.0
6457,MH_Jalna,15,65230.0,20954.0
6458,MH_Jalna,16,152601.0,27239.0
6459,MH_Jalna,17,76811.0,61095.0
6460,MH_Kolhapur,1,0.0,0.0
6461,MH_Kolhapur,2,0.0,0.0
6462,MH_Kolhapur,3,0.0,0.0
6463,MH_Kolhapur,4,0.0,0.0
6464,MH_Kolhapur,5,0.0,0.0
6465,MH_Kolhapur,6,0.0,0.0
6466,MH_Kolhapur,7,0.0,0.0
6467,MH_Kolhapur,8,0.0,0.0
6468,MH_Kolhapur,9,0.0,0.0
6469,MH_Kolhapur,10,0.0,0.0
6470,MH_Kolhapur,11,21408.0,0.0
6471,MH_Kolhapur,12,62970.0,12384.0
6472,MH_Kolhapur,13,529971.0,29609.0
6473,MH_Kolhapur,14,273137.0,169460.0
6474,MH_Kolhapur,15,90706.0,24615.0
6475,MH_Kolhapur,16,90201.0,198822.0
6476,MH_Kolhapur,17,174354.0,244781.0
6477,MH_Latur,1,0.0,0.0
6478,MH_Latur,2,0.0,0.0
6479,MH_Latur,3,0.0,0.0
6480,MH_Latur,4,0.0,0.0
6481,MH_Latur,5,0.0,0.0
6482,MH_Latur,6,0.0,0.0
6483,MH_Latur,7,0.0,0.0
6484,MH_Latur,8,0.0,0.0
6485,MH_Latur,9,0.0,0.0
6486,MH_Latur,10,0.0,0.0
6487,MH_Latur,11,9768.0,0.0
6488,MH_Latur,12,24020.0,6430.0
6489,MH_Latur,13,123810.0,8657.0
6490,MH_Latur,14,96753.0,50225.0
6491,MH_Latur,15,78717.0,27079.0
6492,MH_Latur,16,155395.0,40703.0
6493,MH_Latur,17,106109.0,65509.0
6494,MH_Mumbai,1,0.0,0.0
6495,MH_Mumbai,2,0.0,0.0
6496,MH_Mumbai,3,0.0,0.0
6497,MH_Mumbai,4,0.0,0.0
6498,MH_Mumbai,5,0.0,0.0
6499,MH_Mumbai,6,0.0,0.0
6500,MH_Mumbai,7,0.0,0.0
6501,MH_Mumbai,8,0.0,0.0
6502,MH_Mumbai,9,0.0,0.0
6503,MH_Mumbai,10,0.0,0.0
6504,MH_Mumbai,11,114319.0,1.0
6505,MH_Mumbai,12,214590.0,77364.0
6506,MH_Mumbai,13,1247997.0,134145.0
6507,MH_Mumbai,14,509319.0,501518.0
6508,MH_Mumbai,15,1306724.0,102771.0
6509,MH_Mumbai,16,1478531.0,588529.0
6510,MH_Mumbai,17,1131851.0,608891.0
6511,MH_Nagpur,1,0.0,0.0
6512,MH_Nagpur,2,0.0,0.0
6513,MH_Nagpur,3,0.0,0.0
6514,MH_Nagpur,4,0.0,0.0
6515,MH_Nagpur,5,0.0,0.0
6516,MH_Nagpur,6,0.0,0.0
6517,MH_Nagpur,7,0.0,0.0
6518,MH_Nagpur,8,0.0,0.0
6519,MH_Nagpur,9,0.0,0.0
6520,MH_Nagpur,10,0.0,0.0
6521,MH_Nagpur,11,28277.0,1.0
6522,MH_Nagpur,12,100128.0,19504.0
6523,MH_Nagpur,13,553062.0,30482.0
6524,MH_Nagpur,14,219183.0,191694.0
6525,MH_Nagpur,15,124741.0,36450.0
